category,category_image_url,name,slug,image_url,gallery_image_urls,features,overview,technical_info,regular_price,sale_price,is_active,meta_title,meta_description,meta_keywords,sku_title,sku_id,sku_quantity,sku_shipping_status,sku_weight
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Pro Cart Model-0409,jkr-jkr-pro-cart-model-0409-409,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Cart Model-0409 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 98x54cm
Voltage: 110-240V
Warranty: 2 Years",7582,6823.8,TRUE,JKR Pro Cart Model-0409 | Buy Professional Cart Online,Looking for JKR Pro Cart Model-0409? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0409-SKU,601,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Pro Sterilizer Model-0410,jkr-jkr-pro-sterilizer-model-0410-410,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Sterilizer Model-0410 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 81x84cm
Voltage: 110-240V
Warranty: 2 Years",6044,5439.6,TRUE,JKR Pro Sterilizer Model-0410 | Buy Professional Sterilizer Online,Looking for JKR Pro Sterilizer Model-0410? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0410-SKU,674,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Advanced Sterilizer Model-0411,jkr-jkr-advanced-sterilizer-model-0411-411,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Sterilizer Model-0411 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 78x86cm
Voltage: 110-240V
Warranty: 2 Years",9706,8735.4,TRUE,JKR Advanced Sterilizer Model-0411 | Buy Professional Sterilizer Online,Looking for JKR Advanced Sterilizer Model-0411? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0411-SKU,925,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Smart Light Model-0412,jkr-jkr-smart-light-model-0412-412,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Light Model-0412 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 44x48cm
Voltage: 110-240V
Warranty: 2 Years",8499,7649.1,TRUE,JKR Smart Light Model-0412 | Buy Professional Light Online,Looking for JKR Smart Light Model-0412? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0412-SKU,418,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Compact Light Model-0413,jkr-jkr-compact-light-model-0413-413,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Light Model-0413 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 68x50cm
Voltage: 110-240V
Warranty: 2 Years",8152,7336.8,TRUE,JKR Compact Light Model-0413 | Buy Professional Light Online,Looking for JKR Compact Light Model-0413? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0413-SKU,805,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Smart Sterilizer Model-0414,jkr-jkr-smart-sterilizer-model-0414-414,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Sterilizer Model-0414 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 60x91cm
Voltage: 110-240V
Warranty: 2 Years",9259,8333.1,TRUE,JKR Smart Sterilizer Model-0414 | Buy Professional Sterilizer Online,Looking for JKR Smart Sterilizer Model-0414? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0414-SKU,109,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Elite Light Model-0415,jkr-jkr-elite-light-model-0415-415,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Light Model-0415 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 47x90cm
Voltage: 110-240V
Warranty: 2 Years",9313,8381.7,TRUE,JKR Elite Light Model-0415 | Buy Professional Light Online,Looking for JKR Elite Light Model-0415? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0415-SKU,726,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Advanced Inhaler Model-0416,jkr-jkr-advanced-inhaler-model-0416-416,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Inhaler Model-0416 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 65x29cm
Voltage: 110-240V
Warranty: 2 Years",165,148.5,TRUE,JKR Advanced Inhaler Model-0416 | Buy Professional Inhaler Online,Looking for JKR Advanced Inhaler Model-0416? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0416-SKU,985,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Compact Cart Model-0417,jkr-jkr-compact-cart-model-0417-417,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Cart Model-0417 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 86x40cm
Voltage: 110-240V
Warranty: 2 Years",991,891.9,TRUE,JKR Compact Cart Model-0417 | Buy Professional Cart Online,Looking for JKR Compact Cart Model-0417? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0417-SKU,868,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Smart Inhaler Model-0418,jkr-jkr-smart-inhaler-model-0418-418,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Inhaler Model-0418 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 83x33cm
Voltage: 110-240V
Warranty: 2 Years",1858,1672.2,TRUE,JKR Smart Inhaler Model-0418 | Buy Professional Inhaler Online,Looking for JKR Smart Inhaler Model-0418? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Inhaler, JKR International, Buy Online",Standard Package,JKR-PROD-0418-SKU,746,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Compact Analyzer Model-0419,jkr-jkr-compact-analyzer-model-0419-419,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Analyzer Model-0419 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 98x39cm
Voltage: 110-240V
Warranty: 2 Years",4169,3752.1,TRUE,JKR Compact Analyzer Model-0419 | Buy Professional Analyzer Online,Looking for JKR Compact Analyzer Model-0419? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0419-SKU,206,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Advanced Dispenser Model-0420,jkr-jkr-advanced-dispenser-model-0420-420,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Dispenser Model-0420 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 78x86cm
Voltage: 110-240V
Warranty: 2 Years",960,864.0,TRUE,JKR Advanced Dispenser Model-0420 | Buy Professional Dispenser Online,Looking for JKR Advanced Dispenser Model-0420? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0420-SKU,284,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Eco Light Model-0421,jkr-jkr-eco-light-model-0421-421,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Light Model-0421 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 28x38cm
Voltage: 110-240V
Warranty: 2 Years",9256,8330.4,TRUE,JKR Eco Light Model-0421 | Buy Professional Light Online,Looking for JKR Eco Light Model-0421? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0421-SKU,851,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Eco Compressor Model-0422,jkr-jkr-eco-compressor-model-0422-422,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Eco Compressor Model-0422 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 56x89cm
Voltage: 110-240V
Warranty: 2 Years",3765,3388.5,TRUE,JKR Eco Compressor Model-0422 | Buy Professional Compressor Online,Looking for JKR Eco Compressor Model-0422? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0422-SKU,26,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Precision Light Model-0423,jkr-jkr-precision-light-model-0423-423,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Precision Light Model-0423 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 68x99cm
Voltage: 110-240V
Warranty: 2 Years",4302,3871.8,TRUE,JKR Precision Light Model-0423 | Buy Professional Light Online,Looking for JKR Precision Light Model-0423? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0423-SKU,143,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Smart Dispenser Model-0424,jkr-jkr-smart-dispenser-model-0424-424,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Dispenser Model-0424 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 33x37cm
Voltage: 110-240V
Warranty: 2 Years",7448,6703.2,TRUE,JKR Smart Dispenser Model-0424 | Buy Professional Dispenser Online,Looking for JKR Smart Dispenser Model-0424? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0424-SKU,250,available,2.5
Consumables,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=600,JKR Advanced Compressor Model-0425,jkr-jkr-advanced-compressor-model-0425-425,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Compressor Model-0425 represents the pinnacle of Consumables technology, offering unmatched reliability.","Dimensions: 40x47cm
Voltage: 110-240V
Warranty: 2 Years",2000,1800.0,TRUE,JKR Advanced Compressor Model-0425 | Buy Professional Compressor Online,Looking for JKR Advanced Compressor Model-0425? We offer the best prices on Consumables in the UAE. Fast delivery and warranty included.,"Consumables, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0425-SKU,637,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Smart Compressor Model-0426,jkr-jkr-smart-compressor-model-0426-426,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Compressor Model-0426 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 84x74cm
Voltage: 110-240V
Warranty: 2 Years",5919,5327.1,TRUE,JKR Smart Compressor Model-0426 | Buy Professional Compressor Online,Looking for JKR Smart Compressor Model-0426? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0426-SKU,668,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Ultra Ventilator Model-0427,jkr-jkr-ultra-ventilator-model-0427-427,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Ventilator Model-0427 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 67x59cm
Voltage: 110-240V
Warranty: 2 Years",5548,4993.2,TRUE,JKR Ultra Ventilator Model-0427 | Buy Professional Ventilator Online,Looking for JKR Ultra Ventilator Model-0427? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Ventilator, JKR International, Buy Online",Standard Package,JKR-PROD-0427-SKU,886,available,2.5
Home Care,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=600,JKR Pro Compressor Model-0428,jkr-jkr-pro-compressor-model-0428-428,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Pro Compressor Model-0428 represents the pinnacle of Home Care technology, offering unmatched reliability.","Dimensions: 20x76cm
Voltage: 110-240V
Warranty: 2 Years",7083,6374.7,TRUE,JKR Pro Compressor Model-0428 | Buy Professional Compressor Online,Looking for JKR Pro Compressor Model-0428? We offer the best prices on Home Care in the UAE. Fast delivery and warranty included.,"Home Care, Compressor, JKR International, Buy Online",Standard Package,JKR-PROD-0428-SKU,830,available,2.5
Surgical Supplies,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=600,JKR Compact Dispenser Model-0429,jkr-jkr-compact-dispenser-model-0429-429,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Dispenser Model-0429 represents the pinnacle of Surgical Supplies technology, offering unmatched reliability.","Dimensions: 81x77cm
Voltage: 110-240V
Warranty: 2 Years",7039,6335.1,TRUE,JKR Compact Dispenser Model-0429 | Buy Professional Dispenser Online,Looking for JKR Compact Dispenser Model-0429? We offer the best prices on Surgical Supplies in the UAE. Fast delivery and warranty included.,"Surgical Supplies, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0429-SKU,608,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Smart Dispenser Model-0430,jkr-jkr-smart-dispenser-model-0430-430,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Smart Dispenser Model-0430 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 25x45cm
Voltage: 110-240V
Warranty: 2 Years",1024,921.6,TRUE,JKR Smart Dispenser Model-0430 | Buy Professional Dispenser Online,Looking for JKR Smart Dispenser Model-0430? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0430-SKU,719,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Elite Light Model-0431,jkr-jkr-elite-light-model-0431-431,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Elite Light Model-0431 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 92x94cm
Voltage: 110-240V
Warranty: 2 Years",9766,8789.4,TRUE,JKR Elite Light Model-0431 | Buy Professional Light Online,Looking for JKR Elite Light Model-0431? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Light, JKR International, Buy Online",Standard Package,JKR-PROD-0431-SKU,596,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Ultra Cart Model-0432,jkr-jkr-ultra-cart-model-0432-432,https://images.unsplash.com/photo-1631549916768-4119cb21fa04?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1631815541542-e5510659359e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Cart Model-0432 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 79x26cm
Voltage: 110-240V
Warranty: 2 Years",7797,7017.3,TRUE,JKR Ultra Cart Model-0432 | Buy Professional Cart Online,Looking for JKR Ultra Cart Model-0432? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Cart, JKR International, Buy Online",Standard Package,JKR-PROD-0432-SKU,523,available,2.5
Diagnostic Tools,https://images.unsplash.com/photo-1550624559-4bae04422ddc?auto=format&fit=crop&q=80&w=600,JKR Ultra Analyzer Model-0433,jkr-jkr-ultra-analyzer-model-0433-433,https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Ultra Analyzer Model-0433 represents the pinnacle of Diagnostic Tools technology, offering unmatched reliability.","Dimensions: 53x84cm
Voltage: 110-240V
Warranty: 2 Years",6785,6106.5,TRUE,JKR Ultra Analyzer Model-0433 | Buy Professional Analyzer Online,Looking for JKR Ultra Analyzer Model-0433? We offer the best prices on Diagnostic Tools in the UAE. Fast delivery and warranty included.,"Diagnostic Tools, Analyzer, JKR International, Buy Online",Standard Package,JKR-PROD-0433-SKU,149,available,2.5
Laboratory,https://images.unsplash.com/photo-1612349317150-e413f289d05e?auto=format&fit=crop&q=80&w=600,JKR Compact Sterilizer Model-0434,jkr-jkr-compact-sterilizer-model-0434-434,https://images.unsplash.com/photo-1584036561566-baf8f5f1b144?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1581594693702-fbdc51b2ad46?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Compact Sterilizer Model-0434 represents the pinnacle of Laboratory technology, offering unmatched reliability.","Dimensions: 100x28cm
Voltage: 110-240V
Warranty: 2 Years",8852,7966.8,TRUE,JKR Compact Sterilizer Model-0434 | Buy Professional Sterilizer Online,Looking for JKR Compact Sterilizer Model-0434? We offer the best prices on Laboratory in the UAE. Fast delivery and warranty included.,"Laboratory, Sterilizer, JKR International, Buy Online",Standard Package,JKR-PROD-0434-SKU,562,available,2.5
Medical Equipment,https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=600,JKR Advanced Dispenser Model-0435,jkr-jkr-advanced-dispenser-model-0435-435,https://images.unsplash.com/photo-1576091160550-217359f4ecf8?auto=format&fit=crop&q=80&w=800,"https://images.unsplash.com/photo-1516549655169-df83a0774514?auto=format&fit=crop&q=80&w=800,https://images.unsplash.com/photo-1582719478250-c89cae4dc85b?auto=format&fit=crop&q=80&w=800","CE Certified
ISO Standard
High Durability","The JKR Advanced Dispenser Model-0435 represents the pinnacle of Medical Equipment technology, offering unmatched reliability.","Dimensions: 77x36cm
Voltage: 110-240V
Warranty: 2 Years",2699,2429.1,TRUE,JKR Advanced Dispenser Model-0435 | Buy Professional Dispenser Online,Looking for JKR Advanced Dispenser Model-0435? We offer the best prices on Medical Equipment in the UAE. Fast delivery and warranty included.,"Medical Equipment, Dispenser, JKR International, Buy Online",Standard Package,JKR-PROD-0435-SKU,742,available,2.5
